# Gene expression in TPM for each run in  study ERP000948
	ERR048962	ERR048970	ERR048972	ERR048961	ERR048967	ERR048969	ERR048974	ERR048964	ERR048963	ERR048971	ERR048973	ERR048965
WBGene00220834	74.2	87.43	94.98	32.39	84.46	78.82	51.82	101.54	24.22	24.16	29.95	52.3
WBGene00220835	100.02	123.4	138.25	146.53	114.62	102.96	166.38	115.66	102.61	123.7	131.35	47.75
WBGene00220836	87.25	80.15	81.68	345.56	163.52	173.26	174.78	142.72	162.39	184.33	175.5	224.92
WBGene00220839	20.08	26.38	26.79	41.99	15.65	7.51	314.43	213.08	168.24	131.19	166.14	0.96
WBGene00220840	4.33	6.71	7.26	0.31	1.86	0	57.78	0	1.44	1.98	2.95	0
WBGene00220844	15.3	18.95	22.72	16.52	28.95	28.35	71	15.72	58.91	71.33	67.14	69.27
WBGene00220845	62.38	65.4	63.53	12.99	65.84	91.61	31.54	35.76	21.26	20.46	24.36	146.78
WBGene00220846	73.75	51.45	46.57	10.42	2.13	10.92	1.42	0	8.24	9.06	5.39	7.85
WBGene00220849	130.27	157.18	140.49	62.78	66.99	68.36	77.11	7.81	70.39	74.72	78.14	97.04
WBGene00220851	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220853	7.72	8.69	11.42	15.06	3.61	3.71	9.49	31.37	9.33	10.26	9.92	16.65
WBGene00220854	0	0.22	0.09	24.87	0.62	0.32	0	5.39	0	0	0	1.15
WBGene00220855	66.73	66.07	52.83	46.66	108.04	112.39	23.88	55.77	21.56	25.07	30.54	101.64
WBGene00220860	0	0	0.08	2.24	0.83	0.14	4.72	62.38	1.5	2.65	3.15	1.27
WBGene00220862	1.6	1.98	0	0.93	24.69	22.55	14.67	0	0	0	0	5.06
WBGene00220865	80.42	76.42	87.1	119.93	61.19	55.95	315.14	45.06	309.5	346.98	349.99	69.84
WBGene00220866	49.84	63.65	71.55	18.01	26.96	28.04	20.92	0	13.76	11.91	11.68	27.9
WBGene00220867	7.72	8.83	12.5	8.26	39.72	38.2	54.6	0	11.05	11.94	8.4	20.67
WBGene00220870	6.46	4.59	5.93	11.37	7.09	7.56	4.08	21.32	2.39	3.87	1.5	13.08
WBGene00220873	0	0	0	27.34	0	2.86	0.75	0	2.16	2.97	0	2.57
WBGene00220875	3.97	3.82	4.01	1.02	0.76	1.94	3.64	0	3.52	1.61	4.8	4.88
WBGene00220877	90.24	101.13	107.35	98.29	95.95	94.22	57.07	47.84	60.72	51.62	64.65	61.52
WBGene00220878	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00220879	10.62	10.05	11.64	363.06	5.28	3.7	13.08	152.1	1.86	4.6	3.65	18.14
WBGene00220880	27.48	31.09	27.45	4.85	2.05	1.05	16.44	0	1.59	0	0	1.89
WBGene00220881	24.94	46.35	34.95	266.54	467.48	519.58	150.72	0	198.94	185.56	141.49	217.03
WBGene00220882	17.03	20.2	15.78	45.6	36.05	33.85	118.65	197.12	27.46	25.83	24.44	34.4
WBGene00220884	0	2.93	1.13	2.74	4.05	8.32	1.08	0	0	0	0	3.74
WBGene00220885	1.83	5.29	3.07	17.52	7.85	7.8	31.34	129.6	1.62	5.02	3.32	7.24
WBGene00220886	24.79	5.58	16.18	0	11.6	13.9	4.65	50.38	3	0	4.9	10.7
WBGene00220887	0.68	0.85	0.66	12.57	3.13	4.42	3.66	45.9	0	0	0.25	0.36
WBGene00220889	2.75	1.14	2.64	7.99	12.6	4.05	2.11	376.32	6.1	1.68	3	5.81
WBGene00220890	6.22	6.05	7.65	33.22	5.33	1.96	35.23	109.19	12.99	9.74	15.46	5.62
WBGene00220891	9.98	13.1	14.51	71.63	8.9	4.92	127.51	114.49	48.54	56.15	57.53	4.1
WBGene00220893	9.63	9.54	5.53	0.56	1.65	4.24	0.22	7.17	0	0	0	1.52
WBGene00220896	0.63	1.18	1.06	8.81	21.71	17.29	23.15	84.9	10.1	10.41	12.74	3.51
WBGene00220897	1193.98	1352.26	1548.73	96.3	241.28	261.63	240.86	0	148.7	153.83	134.86	182.45
WBGene00220898	218.06	253.26	289.35	139.37	117.15	124.83	76.45	0	99.55	110.03	110.64	162.51
WBGene00220909	1.82	6.76	2.61	1.06	6.24	1.6	0.21	0	0	1.66	1.98	7.2
WBGene00220914	7.67	8.14	4.02	11551.3	3.76	6.11	5.86	29.92	7.76	7.34	3.57	135.15
WBGene00220915	0	0	0	3.33	0	1.27	0	0	0	0	0	0
WBGene00220920	2.42	0	3.09	184.22	2.77	7.81	0.55	252.33	2.14	4.42	1.75	7.65
WBGene00220921	92.02	93.38	111.24	141.71	123.82	110.45	315.79	372.44	111.8	57.99	96.67	32.64
WBGene00220922	10.17	3.15	8.52	63.41	13.08	26.89	45.48	37.9	20.28	41.82	11.07	4.02
WBGene00220925	3.5	0	2.51	18.27	21.01	38.55	23.27	0	9.31	9.59	7.62	0
WBGene00220928	9.97	8.88	9.54	50.77	13.36	16.74	57.07	0	115.55	114.43	123.71	13.8
WBGene00220929	204.89	236.78	241.38	50.27	280.47	201.38	32.07	0	73.34	72.01	75.02	505
WBGene00220930	5.31	0	2.54	8.22	3.04	1.56	0.41	0	0	3.24	0	0
WBGene00220935	0	0	0	29.52	0.85	0.44	0.45	0	0	0	0	0.78
WBGene00220936	3.67	3.78	2.34	6.73	8.38	5.38	66.39	0	4.87	6.7	1.99	5.8
WBGene00220939	23.37	25.83	25.69	162.64	2.17	1.11	239.69	0	219.17	226.24	216.47	34.98
WBGene00220943	72.12	65.16	84.13	48.8	69.58	96.65	18.6	0	19.98	13.73	16.35	209.2
WBGene00220944	127.13	85.06	143.59	7.37	100.31	76.18	9.91	0	3.38	4.65	2.77	289.67
WBGene00220949	4.8	6.65	4.19	1.31	11.63	17.92	17.23	4.21	8.64	9.29	10.45	11.62
WBGene00220953	0	0	0	0	0	0	0.65	0	0	0	0	0
WBGene00220954	9.81	20.25	18.15	50.05	21.31	14.98	91.45	0	12.17	19.12	16.36	13.45
WBGene00220955	0.72	0.89	2.07	1.68	16.1	20.36	15.07	91.47	8.64	1.32	7.07	0
WBGene00220956	37.58	47.85	39.96	13.92	25.07	33.11	45	0	30.53	22.89	28.39	13.21
WBGene00220960	10.13	8.75	9.7	11.57	54.24	52.48	72.37	9.15	30.61	42.64	39.75	10.2
WBGene00220961	20.88	21.02	20.61	15.13	82.8	83.93	70.01	0	17.35	33.38	14.2	39.23
WBGene00220970	5.64	5.08	7.61	6.84	42.23	36.16	13.64	401.33	8.87	7.5	8.93	6.49
WBGene00220975	70.25	78.72	65.78	121.52	71.25	54.9	87.68	0	81.22	98.24	115.64	142.08
WBGene00220980	110.09	103.52	105.38	22.19	124.55	126.6	9.31	5.82	11.42	8.56	6.8	129.72
WBGene00220981	1.58	2.2	2.45	33.36	11.83	7.64	8.72	114.51	1.05	1.08	1.71	2.18
WBGene00220982	17.1	6.36	17.18	0.5	24.93	30.13	1.18	31.85	0	0	0	12.17
WBGene00220985	23.15	26.6	33.18	44.76	55.12	53.42	62.62	0	30.78	27.7	32.67	29.09
WBGene00220986	0	2.21	0.99	21.85	3.05	2.35	34.55	0	4.73	6.5	6.78	0
WBGene00220989	28.28	34.35	26.27	21.87	56.59	41.78	56.45	8.26	8.48	16.72	14.48	36.85
WBGene00220990	67.62	72.04	86.91	125.1	148.99	165.04	86.65	48.31	67.62	65.98	71.07	139.49
WBGene00220992	13.25	18.25	15.51	31.03	16	11.68	25.89	62.19	5.22	7.18	5.88	13.2
WBGene00220996	50.74	55.3	65.62	195.56	24.45	26.32	29.3	257.98	30.68	35.36	32.87	8.59
WBGene00221002	0.61	2.03	0.98	1.07	8.42	5.59	0.19	0	0	0	0.22	0
WBGene00221009	0.86	1.07	0.69	5.35	0.99	0.51	9.72	2.15	1.15	1.05	1.88	9.58
WBGene00221010	0	0	0	0	1.55	1.11	0	44.42	0	0	0	0
WBGene00221016	24.19	26.25	27.71	18.21	37.96	34.54	14.52	76.71	13.57	10.19	12.79	20.09
WBGene00221019	0	0.82	0	0	1.14	0.59	0	0	0	0	0	0
WBGene00221054	7.3	7.29	11.26	1.76	8.35	5.72	1.16	34.76	0.27	0	0	0
WBGene00221056	0.2	0	0.1	0.35	1.03	0.71	19.06	119.43	1.07	0.37	1.09	0
WBGene00221057	4.34	6.73	7.1	92.56	16.76	12.44	2.07	53.94	0.48	0	0.39	4.01
WBGene00221059	5.94	4.33	6.35	1.42	17.97	16	1.44	96.27	0	0	0	1.1
WBGene00221073	3.32	4.48	3.03	1.05	8.79	10.36	4.63	38.18	0	1.1	1.31	0.48
WBGene00221076	42.98	33.22	47.66	16.04	34.31	27.38	55.63	3.17	39.04	47.44	33.8	39.06
WBGene00221077	0	0	0	15.98	5.91	9.1	132.48	230.93	5.49	7.55	6.74	0
WBGene00221078	39.39	39.64	46.63	1.15	15.78	13.72	0.04	93.57	0	0	0	0.14
WBGene00221079	121.87	122.76	137.14	1.7	23.79	16.92	2.08	296.11	0.35	0.24	0.15	0.84
WBGene00221080	25.96	28.41	33.31	35.24	27.95	23.61	0	45.28	0	0	0	0.87
WBGene00221083	17.67	21.38	21.43	53.38	30.31	32.59	99.68	248.02	100.52	105.88	111.77	5.85
WBGene00221085	0	2.61	0	2.45	3.62	3.72	0	62.89	0	0	0	0
WBGene00221086	0	0	0	0	0	0	0	198.95	0	0	0	0
WBGene00221089	1.88	2.43	2.37	5.24	9.07	10.52	18.44	94.04	3.85	4.05	5.01	7.29
WBGene00221090	10.16	15.95	14.59	226.37	12.79	8.36	1107.74	146.45	236.95	282.36	263.95	13.94
WBGene00221093	0	0	0	15.8	0	0	0.35	0	0	0	0	0
WBGene00221094	12.64	8.73	12.33	49.33	37.52	29.13	90.9	10.87	163.51	163.46	157.61	5.77
WBGene00221095	0	0	0.12	26.05	0	0.69	0.24	48.36	0	0	0	1.64
WBGene00221097	19.14	14.01	20.4	125.61	1.49	3.83	12.17	0	1.16	1.59	1.89	6.88
WBGene00221102	3.1	0	0	8.99	26.58	19.11	0	0	12.36	5.66	0	4.9
WBGene00221103	0.41	0	0	9.78	0	0.36	0	39.86	0	0	0	1.3
WBGene00221112	19.94	29.86	19.88	24.1	38.48	32.95	1.33	18.58	6.63	1.52	8.14	6.57
WBGene00221113	0	0	0	0	1.72	1.77	0	104.5	0	0	0	0
WBGene00221117	170.67	205.57	229.99	410.68	9.81	5.88	392.52	21.32	1043.3	1094.31	1101.73	3.02
WBGene00221119	0	0	2.02	35.49	10.86	7.44	4.84	31.45	0	0	2.3	0
WBGene00221120	30	27.66	35.55	69.59	21.75	25.96	107.32	69.19	127.72	115.19	122.2	27.69
WBGene00221121	0	1.34	0.52	18.75	0	2.85	99.85	0	2.87	1.97	1.17	1.71
WBGene00221122	13.22	0	0	3.83	0	0	0.76	0	4.39	12.08	10.79	0
WBGene00221125	3.85	3.58	4.38	20.94	4.95	5.51	4.86	0	6.4	7.04	6.28	6.09
WBGene00221134	1.87	4.64	2.69	0	16.05	24.73	6.01	125.48	4.98	6.84	18.32	0
WBGene00221135	29.75	37.19	31.4	44.52	58.32	43.53	74.37	29.69	36.73	36.41	38.73	28.58
WBGene00221137	0	0	0	462.07	0	0	30.77	0	5.68	6.25	8.37	0
WBGene00221138	21.94	23.99	26.97	45.53	32.84	39.62	257.86	3.21	128.69	131.69	136.21	34.72
WBGene00221140	67.44	78.05	82.41	51.82	82.2	92.01	163.04	211.74	93.3	92.59	101.68	54.71
WBGene00221144	3.19	3.96	4.78	25.47	22.6	15.48	37.45	0	11.68	10.95	9.56	7.58
WBGene00221146	0.33	0.4	0.78	4.55	4.48	3.45	20.82	41.37	0.43	0	0.71	1.55
WBGene00221153	2.9	2.39	6.01	0.56	3.31	4.26	0.44	0	0	0	0	0
WBGene00221154	0	0	0	1.32	0	0.5	0.13	4.25	0	0	0	9.02
WBGene00221155	0	0	0	1.86	0	0	0.73	0	0	0	0	0
WBGene00221162	0	0	0	9.98	3.47	0.89	0.12	86.71	0	0	0	0
WBGene00221169	3.32	4.77	4.96	24.1	18.67	14.62	22.31	191.91	5.65	7.28	6.64	2.31
WBGene00221170	0	0	0	0	0	1.86	0	0	0	0	0	0
WBGene00221199	0	0	0	0	0	0	0.37	0	0	0	0	0
WBGene00221200	0	0	0	0	4.07	5.85	0	77.79	0	0	0	0.75
WBGene00221205	0.44	0	0	530.06	6.02	2.71	1.41	0	0	0	0	9.72
WBGene00221208	15.8	19.57	16.38	1.53	18.06	4.64	0	0	14	14.43	2.86	24.99
WBGene00221211	13.28	8.78	3.18	138.9	87.32	47.59	166.37	23.09	202.47	148.86	125.23	245.16
WBGene00221212	8.4	8.67	9.49	37.21	14.41	9.05	25.89	246.9	16.13	8.95	14.22	8.12
WBGene00221217	40.85	43.49	43.73	28.97	39.5	39.11	25.55	65.04	19.26	14.59	20	19.39
WBGene00221226	39.61	45.51	41.93	23.73	76.04	81.37	70.68	0	43.95	53.22	49.09	62.68
WBGene00221231	3.1	1.92	0	26.96	47.84	31.4	105.87	277.11	30.9	33.98	28.66	7.35
WBGene00221235	17.1	27.54	18	19.83	67.45	54.24	12.15	0	9.09	9.37	7.44	8.12
WBGene00221236	33.14	42.96	47.34	49.8	82.39	83.76	69.13	109.44	26.3	33.73	26.3	44.38
WBGene00221239	1.04	0	0	39.95	0	0	0.24	0	0	0	0	0
WBGene00221241	17.17	17.75	23.49	37.93	44.04	41	81.97	83.52	42.06	40.19	44.45	29.41
WBGene00221242	0	0	0	15.34	0	5.83	0	213.48	0	0	0	3.49
WBGene00221255	11.71	16	15.26	126.18	33.23	32.37	0	81.22	1.07	1.48	0.88	5.11
WBGene00221258	2.92	3.61	0.7	0.85	2.5	3.86	1	0	0	0	0	2.31
WBGene00221265	3.48	0	0.83	2.02	5.97	1.53	2.39	12.96	0	0	0	0
WBGene00221266	3.38	1.4	4.31	39.87	23.19	9.93	5.17	0	5.99	12.36	6.13	5.35
WBGene00221267	25.49	24.11	21.51	122.81	123.99	121.27	63.65	286.61	48.05	51.66	37.81	51.32
WBGene00221268	233.03	235.79	225.23	79.37	142.05	142.33	57.81	27.36	57	60.38	66.3	206.31
WBGene00221269	31.98	28.22	31.3	26.13	34.07	42.27	55.66	0	17.39	12.4	18.98	19.93
WBGene00221272	2.03	2.16	1.94	98.2	3.98	4.09	3.52	0	0.77	0	0.63	2.75
WBGene00221274	520.03	613.62	666.62	303.6	275.89	271.29	154.14	0	215.39	213.88	210.14	202.51
WBGene00221276	27.24	16.2	23.99	0.63	42.99	59.53	17.49	0	1.45	1.99	1.19	1.72
WBGene00221277	153.96	139.03	145.5	15.13	132.04	125.32	45.78	29.17	29.49	35.77	53.95	204.39
WBGene00221278	11.25	7.6	15.66	37.35	64.88	63.06	26.02	0	27.18	18.68	31.14	14.56
WBGene00221282	87.17	98.1	115.97	9.74	98.76	93.02	82.33	0	32.96	29.23	32.19	62
WBGene00221284	109.79	138.04	164.2	271.32	2.77	7.11	66.36	45.12	13.42	15.49	10.98	10.86
WBGene00221285	13.99	20.73	16.16	14.82	80.35	77.2	53.64	115.6	16.58	16.12	15.89	21.18
WBGene00221286	9.64	8.53	8.31	51.6	8.03	7.28	6.51	2.05	11.35	14.6	11.09	3.49
WBGene00221287	0	0	0.92	6.14	4.95	7.64	11.26	7.17	1.28	5.28	2.09	1.52
WBGene00221288	21.45	28.29	20.86	9.23	15.43	12.8	19.67	5.16	6.44	3.79	9.03	16.42
WBGene00221289	3.15	1.95	2.64	1.83	1.35	1.39	3.61	0	2.09	2.88	1.71	0
WBGene00221290	1.67	1.38	0.27	175.76	2.86	1.96	0.89	37.29	1.48	0	0	2.64
WBGene00221291	90.85	132.48	131.5	224.58	109.27	104.95	208.07	0	222.43	270.32	264.6	237.55
WBGene00221293	66.88	65.72	68.43	58.85	51.42	50.8	106.29	0	42.92	33.72	42.65	120.41
WBGene00221295	333.77	415.05	531.88	98.89	168.01	170.5	75.98	72.09	25.72	41.99	34.21	166.47
WBGene00221296	28.7	22.63	26.23	98.37	93.99	101.18	29.32	0	13.88	28.61	45.43	28.9
WBGene00221297	6.42	9.36	9.76	54.74	0.65	1.66	565.02	2.81	168.15	187.66	154.03	0
WBGene00221303	15.43	13.28	10.05	43.01	105.87	101.99	54.85	0	22.8	29.77	27.98	22.38
WBGene00221304	8.5	14.04	20.34	60.8	63.17	39.95	9.1	0	26.37	15.53	33.91	26.9
WBGene00221305	7.76	7.48	9.9	15	17.75	20.52	8.5	25.7	3.44	1.58	2.81	10.91
WBGene00221306	14.44	9.54	16.59	30.71	29.72	28	19.65	0	7.68	7.04	11.52	16.76
WBGene00221307	0	0	0	0.67	0	0	0.26	0	0	0	1.25	0
WBGene00221310	94.43	102.73	98.45	188.22	178.7	179.32	78.89	0	104.33	126.4	126.86	354.96
WBGene00221311	22.31	22.84	27.56	21.78	39.82	36.7	34.6	10.18	20.58	19.97	23.53	30.61
WBGene00221312	150.66	158.72	174.84	95.22	230.25	232.83	124.08	36.15	79.13	81.38	85.83	206.99
WBGene00221317	0.77	0	1.85	7.19	10.63	8.19	19.36	0	4.12	5.66	2.53	7.35
WBGene00221319	0	0	0	23.31	0	0	0	0	0	0	0	0
WBGene00221322	32.73	47.72	49.3	507.54	165.13	129.8	300.01	78.92	431.36	494.4	415.85	77.69
WBGene00221323	2.38	0	1.42	17.91	8.15	12.03	16.61	30.97	3.16	3.26	2.58	5.64
WBGene00221324	0	0.92	2.14	69.62	2.56	9.2	3.25	33.34	4.96	2.73	4.06	4.72
WBGene00221325	0	0	0.68	9.04	26.73	9.99	33.13	263.92	3.77	2.59	7.71	2.24
WBGene00221328	2.16	5.34	3.1	156.28	0	1.9	0.49	0	0	0	0	3.41
WBGene00221329	0	0	0.44	89.34	2.37	0.41	0	20.62	0.61	0.84	1.51	0.73
WBGene00221332	0	0	0	15.89	1.05	0.18	0.09	41.14	0	0	0	0.32
WBGene00221333	20	9.29	17.95	16.67	22.87	17.99	16.34	15.52	2.22	11.42	4.99	7.91
WBGene00221334	0	0	0	31.95	0	2.43	6.95	0	0	5.03	4.5	2.18
WBGene00221335	2.89	2.33	4.43	4.78	8.93	5.86	5.01	258.65	1.15	3.44	0.94	10.07
WBGene00221336	0	0	0	19.64	0	0	0	42.86	0	0	0	0
WBGene00221337	0	0	0	7.93	0	0	0.78	12.74	0	0	0	0
WBGene00221338	0.94	0.7	0.54	11.19	1.93	1.49	8.03	53.05	0.75	0	0.82	2.07
WBGene00221339	0	0	0	24.6	0	0	0	0	0	0	0	0
WBGene00221342	0	0	0	26.84	0.31	0.49	0.17	9.58	0	0	0	0.29
WBGene00221344	1.54	1.9	2.21	26.3	0	3.39	8.64	45.83	3.07	0	2.51	0
WBGene00221347	0	0.73	0.28	16.67	11.07	5.17	0	262.35	0	0	0	0.93
WBGene00221348	0.44	1.1	1.49	44.55	61.69	34.82	0.92	906.61	0.59	0.81	0.48	2.81
WBGene00221349	0.63	0.78	0	13.92	0	8.35	22.74	0	5.04	4.62	7.56	0
WBGene00221350	0.22	0.55	0.11	29.01	6.86	1.57	0	205.45	0	0	0	0.35
WBGene00221353	0	0	0	27.99	1.8	0	0	39.1	0	0	0	0
WBGene00221354	1.15	1.42	1.83	5.44	3.61	2.7	3.34	29.96	0.51	0	0.83	0.3
WBGene00221355	0	0	0	230.04	0	0	0.16	10.12	0.9	1.24	1.48	4.3
WBGene00221358	3.56	1.1	5.12	97.63	15.28	12.56	127.03	0	29.6	29.3	33.92	2.82
WBGene00221359	2.23	5.12	2.05	5.16	7.09	5.6	22.09	40.29	3.81	3.78	2.42	24.15
WBGene00221360	0	0	0	41.65	11.73	3.01	3.92	0	0	0	0	0
WBGene00221361	0.41	1.02	0.2	22.43	0	1.81	5	36.79	0	0	0	0.65
WBGene00221362	0	0	0	26.76	0	0.87	0.23	7.32	0	0	0	0
WBGene00221363	0	0	0	22.12	0	0	0	0	0	0	0	0
WBGene00221364	0	0	0	0	0	3.5	0	118.23	0	0	0	3.14
WBGene00221366	0	0	0	25.9	2.74	1.41	1.16	81.23	0	0	0	0
WBGene00221367	0	0	0.41	27.58	1.98	1.52	0.26	105.26	0	0	0	0
WBGene00221368	6.2	0	2.97	229.14	2.66	5.46	0.36	0	0	2.83	3.37	14.71
WBGene00221370	0.76	0.47	0.54	11.41	0.65	2.67	0.69	0	0	0	0	0
WBGene00221371	62.73	72.08	83.97	52.89	65.16	65.76	38.62	74.82	19.68	24.78	25.9	37.34
WBGene00221373	0	0	0	64.36	0	0	84.46	0	3.14	12.94	12.84	0
WBGene00221374	1.04	1.29	0.62	38.06	5.78	4.34	0.77	106.3	0.34	0	0	0.82
WBGene00221375	0.19	0.24	1.21	10.62	1.67	1.03	41.37	43.55	3.89	6.41	6.99	0.62
WBGene00221376	0	0	0	23.66	0.93	2.4	1	24.32	0	0	0	0
WBGene00221378	8.4	6.69	4.88	24	7.2	12.16	13.75	8.94	8.77	7.67	4.57	4.75
WBGene00221381	0	1.14	0.59	22.9	2.1	1.35	25.76	38.77	0.41	0	1	1.94
WBGene00221383	0	0	0	86.97	0	1.42	0	0	0	0	0	2.55
WBGene00221385	3.68	4.75	4.77	9.77	1.84	2.02	11.8	37.67	9.98	10.64	7.67	1.7
WBGene00221386	0	0	0	14.38	0	0	0	0	0	0	0	0
WBGene00221388	2.53	0	0.73	16.14	5.21	0.45	0	98.03	0	0	0	8.81
WBGene00221389	36.53	32.33	17.48	48.43	26.86	36.79	22.74	0	83.27	42.92	39.75	12.39
WBGene00221391	3.61	4.48	6.34	7.68	4.13	4.25	11.88	0	0	0	0	1.91
WBGene00221394	0	9.22	3.56	12.94	8.5	13.11	0	0	3.3	9.06	2.7	0
WBGene00221395	41.87	24.57	32.69	20.45	41.58	62.14	20.72	0	35.16	24.16	4.8	87.17
WBGene00221399	0	0	0.79	103.52	2.83	1.46	0	0	2.2	0	0	0
WBGene00221400	0	0.75	0.58	24.9	13.48	16.52	4.3	18.02	1.61	0	0.66	0.96
WBGene00221404	0.51	0	0.37	191.11	2.62	1.57	0	316.43	0	0	0.28	5.63
WBGene00221405	5.97	3.7	5.48	11.54	10.24	9.64	2.62	74.14	7.94	6.36	7.58	3.15
WBGene00221406	0	0	0	17.41	1.56	0.8	0	0	0	0	0	0
WBGene00221407	0	0	0	30.4	1.21	0	0	15.83	0	0	0	0
WBGene00221408	0.61	0	0	33.17	1.04	1.07	0	0	0	0	0	0
WBGene00221409	0	0	0	26.99	0.9	1.38	0	101.3	0	0	0	0
WBGene00221410	0	0	0	9.35	0	1.09	1.14	55.42	0	0	0	0
WBGene00221411	0	0	0	32.47	4.31	0.95	0	40.11	0	0	0	1.14
WBGene00221412	0	0.36	0.14	7.81	7.37	4.8	2.69	145.23	0.38	0	0.62	0.91
WBGene00221414	0	0	1.42	66.86	3.83	2.62	1.53	27.71	0.99	1.36	0.81	2.35
WBGene00221415	0	0	0	54.19	0	1.68	7	21.32	1.27	0	0	0
WBGene00221416	0	0	0	15.68	3.87	0	0.52	0	0	0	0	0
WBGene00221421	0.35	1.72	1	16.69	3.57	2.44	0.24	103.35	0	0	0.38	0.55
WBGene00221422	4.65	7.68	6.67	6.29	2.66	6.83	0	115.46	4.12	2.83	0	0
WBGene00221424	0	0	0	16.37	1.18	0	2.68	0	2.75	1.26	0.75	0
WBGene00221425	0	0	0	39.16	0	0	0.84	0	1.21	0	0.99	0
WBGene00221426	2.8	1.39	0.8	6.17	7.69	7.9	5.65	25.05	2.98	1.02	3.05	2.66
WBGene00221427	0	0	0	12.16	1.83	0	0.49	7.95	0	0.65	0	0
WBGene00221429	0	0	0.48	0	0	0	0.46	0	0	0	0	0
WBGene00221430	0	0	0	20.54	0	0	0	0	0	0	0	3.74
WBGene00221431	0	0	0	10.56	0	0	11.14	45.24	0	0	4.4	0
WBGene00221433	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00221435	0	0	0	8.67	0	0	0	20.25	0	0	0	0
WBGene00221437	1.63	0	0	52.32	1.39	0	0	78.74	0	0	0	1.29
WBGene00221438	87.62	122.87	162.85	18.51	136.3	104.74	0	0	0	0	0	0
WBGene00221439	0.62	0.77	0.6	7.58	19.21	11.52	5.57	329.29	0.83	2.27	5.42	4.92
WBGene00221441	3.33	4.13	3.19	8.7	10.01	3.67	5.54	0	2.22	1.52	2.72	10.55
WBGene00221442	0	0.81	0.31	34.81	6.71	4.02	2.39	126.4	0	1.19	0	0
WBGene00221443	17.28	21.62	22.99	32.29	48.75	46.72	71.76	95.36	30.49	30.37	31.46	26.03
WBGene00221445	0	0	0	5.66	0	0	0	0	0	0	0	0
WBGene00221446	0	0	0	84.05	2.62	0	0	136.42	0	0	0	0
WBGene00221448	0	0	0	10.02	1.56	0.8	6.88	20.34	10.89	14.96	5.94	2.88
WBGene00221451	0.31	0	0.45	3.62	0	0.55	1.36	2.32	0.41	0	0.34	0.99
WBGene00221453	1.92	0.59	0	36.4	0	1.27	0.66	24.99	0	0	0	1.52
WBGene00221454	0	3.67	0.71	13.73	2.54	3.91	90.61	0	15.74	32.46	17.71	7.03
WBGene00221455	0	0	0	45.14	0.68	0.7	0	23.55	0	0	0	1.25
WBGene00221457	0	0	0	19.87	5	0.64	0.5	5.43	0	0	0	0
WBGene00221460	0	4.24	0	36.36	7.82	4.02	0	212.35	0	0	0	0
WBGene00221462	0.43	1.07	0.62	3.99	3.69	2.66	0.2	83.41	0	0	0.47	0
WBGene00221463	2.72	2.52	3.58	12.6	30.29	20.95	0	172.09	0.9	0	0.74	34.39
WBGene00221464	33.05	14.33	52.99	19.17	85.04	77.19	27.66	0	30.76	24.16	30.57	20.92
WBGene00221465	0	0	0.68	77.99	12.85	6.29	1.06	61.14	2.37	0.65	0	2.82
WBGene00221466	0	0	0	0.33	0	0	0.13	0	0	0	0	1.81
WBGene00221468	0.53	1.98	1.53	16.7	1.83	0.47	4.4	27.81	1.42	0	1.16	2.53
WBGene00221469	3.33	3.1	5.98	111.64	32.87	22.03	11.66	167.66	7.76	10.66	8.16	2.64
WBGene00221470	0.72	0	0	23.45	14.86	10.18	0	145.28	0	0	0	3.43
WBGene00221475	0	1.98	2.3	3.71	8.23	1.41	27.51	107.27	2.13	2.92	1.74	0
WBGene00221476	7.46	4.62	9.63	81.29	12.79	7.23	6.15	38.89	1.98	0	1.62	9.44
WBGene00221480	3.27	1.74	2.46	17.09	4.01	9.07	2.79	6.97	0.62	1.71	0	2.22
WBGene00221483	0	0	0	15.54	0	1.18	0	0	0	0	0	0
WBGene00221485	0	0	1.38	34.17	2.47	6.33	2.64	10.71	1.91	0	0	0
WBGene00221489	0	0	0.11	36.62	6.02	2.68	0	73.2	0	0	0	0
WBGene00221490	0	5.12	7.91	69.49	28.35	60.07	60.16	0	27.47	30.2	22.48	6.54
WBGene00221492	0	0	0	37.17	3.28	3.37	0	163.95	0	0	0	0
WBGene00221495	0	0	0.21	26	0.74	0	0	0	0	0	0	0.68
WBGene00221496	0.55	0.69	1.06	67.15	2.85	0.98	5.34	8.26	2.95	4.05	3.62	0.88
WBGene00221498	0	0	1.03	30.01	0	0	4.45	0	0	0	0	0
WBGene00221500	0	0	0	15.16	1.55	0	0	26.87	0	0	0	0
WBGene00221501	0	0	0	28.44	0	0	0.5	8.12	0	0	0	0
WBGene00221503	0.94	0	1.36	33.41	9.72	12.48	26.42	105.57	2.51	5.18	2.06	0
WBGene00221504	0	0	0	15.91	10.86	7.44	0.97	0	0	7.71	0	0
WBGene00221507	0	0	1.07	16.15	36.31	13.75	0.13	315.51	0	0	0	0.88
WBGene00221508	0	0	0	27.1	1.54	3.96	0	40.19	0	0	0	0
WBGene00221509	0	0	0	91.45	5.58	2.86	0	60.57	0	0	0	0
WBGene00221512	1.06	1.31	2.53	12.89	32.69	22.39	33.5	0	12.67	9.67	13.82	1.68
