# Differential expression analysis for study ERP0009481 contrast  across:biosourceprovider. Values are log2 of fold change for genes found differentially expressed with adjusted p-value < 0.05
# R version: ‘3.5.1’
# DESeq2 version: ‘1.22.1’
# !L3 vs L3 (GA sample): L3 (GA sample) - low replicates (1). L3 - low replicates (1)
	!L3 vs L3 (GA sample)
WBGene00227828	4.06
WBGene00227829	-2.33
WBGene00227831	3.31
WBGene00227832	1.39
WBGene00227833	-4.91
WBGene00227834	-1.74
WBGene00227836	9.96
WBGene00227837	-2.54
WBGene00227838	-2.34
WBGene00227842	7.37
WBGene00227843	-2.63
WBGene00227844	3.49
WBGene00227845	-0.95
WBGene00227847	1.90
WBGene00227848	0.98
WBGene00227851	1.58
WBGene00227854	6.61
WBGene00227855	1.51
WBGene00227857	6.71
WBGene00227858	5.73
WBGene00227859	-2.13
WBGene00227861	-0.75
WBGene00227862	8.17
WBGene00227863	1.99
WBGene00227864	-2.45
WBGene00227865	-3.13
WBGene00227866	2.67
WBGene00227868	-3.11
WBGene00227869	-4.69
WBGene00227872	-1.80
WBGene00227873	2.53
WBGene00227874	5.81
WBGene00227875	1.22
WBGene00227876	1.74
WBGene00227877	-1.19
WBGene00227878	1.51
WBGene00227879	3.73
WBGene00227880	1.43
WBGene00227881	-2.05
WBGene00227885	1.65
WBGene00227886	-1.30
WBGene00227887	-1.47
WBGene00227890	-4.65
WBGene00227891	-4.58
WBGene00227893	5.72
WBGene00227894	1.14
WBGene00227895	6.99
WBGene00227896	3.29
WBGene00227897	-1.75
WBGene00227898	7.47
WBGene00227899	3.44
WBGene00227900	4.28
WBGene00227901	4.10
WBGene00227902	-1.40
WBGene00227903	4.62
WBGene00227907	1.35
WBGene00227908	-0.48
WBGene00227909	9.01
WBGene00227910	3.68
WBGene00227911	8.58
WBGene00227916	1.50
WBGene00227918	-3.33
WBGene00227919	-5.60
WBGene00227920	-3.07
WBGene00227921	-3.86
WBGene00227923	6.02
WBGene00227925	-2.81
WBGene00227926	2.34
WBGene00227927	-0.94
WBGene00227928	1.07
WBGene00227929	-4.11
WBGene00227931	5.78
WBGene00227932	-0.92
WBGene00227934	6.39
WBGene00227939	-1.37
WBGene00227940	4.47
WBGene00227944	-9.46
WBGene00227946	-3.69
WBGene00227947	-4.65
WBGene00227950	-5.16
WBGene00227951	-7.75
WBGene00227952	-7.82
WBGene00227953	-1.77
WBGene00227954	-4.35
WBGene00227955	-9.40
WBGene00227965	-1.25
WBGene00227966	-0.82
WBGene00227972	7.43
WBGene00227973	-1.81
WBGene00227980	4.23
WBGene00227988	1.96
WBGene00227992	8.60
WBGene00227994	2.30
WBGene00227995	8.89
WBGene00228000	5.94
WBGene00228006	0.50
WBGene00228007	2.43
WBGene00228010	3.85
WBGene00228011	-2.56
WBGene00228013	-1.74
WBGene00228014	-3.20
WBGene00228022	-5.01
WBGene00228024	0.82
WBGene00228031	-5.35
WBGene00228038	-4.54
WBGene00228040	-9.38
WBGene00228044	5.32
WBGene00228045	-1.07
WBGene00228048	-5.43
WBGene00228049	4.80
WBGene00228051	6.88
WBGene00228053	3.43
WBGene00228065	2.19
WBGene00228066	-1.77
WBGene00228071	3.71
WBGene00228074	0.82
WBGene00228078	-4.83
WBGene00228080	-2.48
WBGene00228084	-1.87
WBGene00228085	-5.89
WBGene00228087	-4.18
WBGene00228089	-3.07
WBGene00228090	-8.04
WBGene00228093	-3.00
WBGene00228094	-1.18
WBGene00228096	1.22
WBGene00228097	-10.94
WBGene00228098	-3.99
WBGene00228100	-1.53
WBGene00228103	5.24
WBGene00228104	8.44
WBGene00228105	10.70
WBGene00228106	-1.00
WBGene00228107	-11.04
WBGene00228108	-7.82
WBGene00228110	-4.87
WBGene00228111	-2.44
WBGene00228112	-4.23
WBGene00228114	-1.21
WBGene00228117	-8.25
WBGene00228119	-2.20
WBGene00228120	-1.08
WBGene00228121	-1.93
WBGene00228122	-8.40
WBGene00228127	0.74
WBGene00228129	-2.05
WBGene00228130	-8.17
WBGene00228131	2.85
WBGene00228135	-4.30
WBGene00228143	-1.28
WBGene00228144	-5.16
WBGene00228145	-7.92
WBGene00228152	-2.03
WBGene00228154	0.87
WBGene00228155	6.36
WBGene00228157	-3.37
WBGene00228159	3.62
WBGene00228160	-0.76
WBGene00228162	-0.93
WBGene00228163	-4.28
WBGene00228164	-7.92
WBGene00228169	-3.90
WBGene00228173	-9.46
WBGene00228174	-9.04
WBGene00228175	-9.47
WBGene00228176	-2.33
WBGene00228177	-7.14
WBGene00228181	-11.54
WBGene00228184	-1.25
WBGene00228185	1.93
WBGene00228187	1.41
WBGene00228189	-4.52
WBGene00228190	5.81
WBGene00228192	-2.63
WBGene00228195	-2.03
WBGene00228198	-2.82
WBGene00228201	-2.28
WBGene00228202	2.00
WBGene00228203	-5.01
WBGene00228204	-2.38
WBGene00228205	-2.76
WBGene00228208	-1.72
WBGene00228210	-9.46
WBGene00228212	-6.33
WBGene00228214	1.08
WBGene00228218	-3.16
WBGene00228220	-1.84
WBGene00228223	-5.15
WBGene00228225	-3.72
WBGene00228230	-2.27
WBGene00228231	-7.77
WBGene00228233	-4.38
WBGene00228234	-5.28
WBGene00228235	-6.01
WBGene00228240	-10.91
WBGene00228241	2.58
WBGene00228242	-5.69
WBGene00228244	-1.93
WBGene00228249	-1.91
WBGene00228252	3.37
WBGene00228257	-1.46
WBGene00228258	-2.65
WBGene00228260	-1.64
WBGene00228261	3.19
WBGene00228262	-11.88
WBGene00228263	-4.72
WBGene00228264	-5.33
WBGene00228265	-3.29
WBGene00228266	-4.65
WBGene00228272	-3.37
WBGene00228273	-2.12
WBGene00228275	-1.33
WBGene00228278	1.39
WBGene00228279	-2.05
WBGene00228280	4.20
WBGene00228283	6.52
WBGene00228286	-2.48
WBGene00228290	-3.69
WBGene00228294	3.20
WBGene00228296	-11.04
WBGene00228298	-0.61
WBGene00228303	-2.11
WBGene00228304	5.49
WBGene00228310	-3.34
WBGene00228311	-5.49
WBGene00228315	-2.42
WBGene00228317	-4.86
WBGene00228319	-7.06
WBGene00228323	-2.66
WBGene00228324	-2.19
WBGene00228325	-0.79
WBGene00228327	4.94
WBGene00228328	1.41
WBGene00228332	-1.61
WBGene00228334	-1.54
WBGene00228335	4.85
WBGene00228337	-3.82
WBGene00228340	-3.55
WBGene00228346	1.12
WBGene00228347	-11.85
WBGene00228348	-4.87
WBGene00228352	-1.63
WBGene00228353	1.09
WBGene00228355	4.23
WBGene00228357	5.04
WBGene00228358	-12.50
WBGene00228364	1.44
WBGene00228367	-0.77
WBGene00228373	-5.52
WBGene00228374	-4.78
WBGene00228377	-0.64
WBGene00228380	-2.30
WBGene00228383	3.11
WBGene00228385	-4.39
WBGene00228386	1.70
WBGene00228388	-6.67
WBGene00228395	-3.01
WBGene00228397	-3.14
WBGene00228398	-11.36
WBGene00228399	-3.60
WBGene00228403	-4.57
WBGene00228410	2.53
WBGene00228411	6.47
WBGene00228412	2.93
WBGene00228413	-6.22
WBGene00228416	-3.18
WBGene00228417	-4.75
WBGene00228418	6.77
WBGene00228427	2.05
WBGene00228433	-4.43
WBGene00228439	-6.33
WBGene00228442	5.07
WBGene00228445	1.50
WBGene00228458	-3.11
WBGene00228459	-2.61
WBGene00228462	-1.44
WBGene00228467	-6.52
WBGene00228476	-1.96
WBGene00228477	-2.43
WBGene00228481	-1.38
WBGene00228483	-2.27
WBGene00228484	0.89
WBGene00228488	0.93
WBGene00228494	-14.55
WBGene00228504	-3.84
WBGene00228520	3.01
WBGene00228522	-8.56
WBGene00228524	-3.26
WBGene00228525	-1.21
WBGene00228526	-4.15
WBGene00228527	9.64
WBGene00228530	-7.54
WBGene00228538	5.76
WBGene00228543	5.76
WBGene00228545	-0.97
WBGene00228551	-5.60
WBGene00228556	-4.85
WBGene00228559	1.68
WBGene00228560	-5.85
WBGene00228563	-1.07
WBGene00228566	-3.25
WBGene00228567	-6.15
WBGene00228569	-2.25
WBGene00228573	-5.37
WBGene00228574	-1.89
WBGene00228577	-7.20
WBGene00228578	-2.06
WBGene00228581	1.92
WBGene00228584	-1.37
WBGene00228585	-0.89
WBGene00228586	-1.06
WBGene00228587	2.26
WBGene00228589	1.19
WBGene00228590	-9.46
WBGene00228592	-6.75
WBGene00228600	-1.10
WBGene00228610	1.09
WBGene00228615	0.96
WBGene00228618	1.89
WBGene00228620	8.81
WBGene00228622	5.14
WBGene00228623	5.90
WBGene00228625	1.22
WBGene00228638	8.26
WBGene00228639	-5.86
WBGene00228641	-4.75
WBGene00228644	-6.69
WBGene00228645	-9.04
WBGene00228648	-8.97
WBGene00228654	-4.84
WBGene00228655	-6.19
WBGene00228658	-1.55
WBGene00228660	-10.85
WBGene00228662	-4.66
WBGene00228663	-5.86
WBGene00228664	-1.45
WBGene00228666	-6.70
WBGene00228670	5.35
WBGene00228673	-5.60
WBGene00228674	-4.79
WBGene00228675	-6.09
WBGene00228676	4.04
WBGene00228677	5.40
WBGene00228678	-11.54
WBGene00228679	-3.56
WBGene00228680	-1.74
WBGene00228681	-2.88
WBGene00228682	-0.73
WBGene00228683	-13.46
WBGene00228684	-1.38
WBGene00228687	-0.58
WBGene00228692	-6.75
WBGene00228694	-2.09
WBGene00228698	5.93
WBGene00228699	1.06
WBGene00228700	-1.28
WBGene00228701	-2.74
WBGene00228704	-5.21
WBGene00228705	3.34
WBGene00228707	4.32
WBGene00228711	-2.65
WBGene00228712	-2.57
WBGene00228713	-0.96
WBGene00228714	-8.66
WBGene00228724	-7.90
WBGene00228731	1.76
WBGene00228732	-1.69
WBGene00228737	-1.75
WBGene00228740	-5.33
WBGene00228741	-12.88
WBGene00228743	2.74
WBGene00228746	-4.96
WBGene00228747	-10.63
WBGene00228748	-7.84
WBGene00228751	4.11
WBGene00228755	0.97
WBGene00228756	-2.89
WBGene00228757	2.46
WBGene00228758	-5.13
WBGene00228763	3.14
WBGene00228764	-2.37
WBGene00228767	-8.04
WBGene00228770	-7.15
WBGene00228774	3.15
WBGene00228776	-1.93
WBGene00228779	-8.46
WBGene00228780	4.40
WBGene00228781	1.51
WBGene00228782	2.83
WBGene00228785	6.46
WBGene00228788	3.15
WBGene00228789	5.02
WBGene00228794	-1.33
WBGene00228795	3.92
WBGene00228796	-4.43
WBGene00228799	-2.07
WBGene00228800	-12.10
WBGene00228802	-2.16
WBGene00228806	-5.43
WBGene00228809	-1.08
WBGene00228814	0.70
WBGene00228815	2.09
WBGene00228818	2.85
WBGene00228820	-9.40
WBGene00228825	7.44
WBGene00228826	9.64
WBGene00228830	1.02
WBGene00228837	2.99
WBGene00228846	-3.79
WBGene00228850	-5.53
WBGene00228852	-1.97
WBGene00228854	-0.79
WBGene00228855	3.58
WBGene00228858	7.29
WBGene00228863	-10.46
WBGene00228864	-2.75
WBGene00228865	-1.55
WBGene00228866	-2.57
WBGene00228870	-7.33
WBGene00228871	-1.98
WBGene00228872	-4.28
WBGene00228878	-3.87
WBGene00228888	-3.88
WBGene00228889	-0.94
WBGene00228892	-1.01
WBGene00228896	8.65
WBGene00228897	-5.60
WBGene00228902	-9.47
WBGene00228909	5.10
WBGene00228910	-8.89
WBGene00228911	-8.01
WBGene00228912	-9.67
WBGene00228914	-4.41
WBGene00228917	-3.30
WBGene00228919	-2.14
WBGene00228921	3.91
WBGene00228922	-3.46
WBGene00228924	-2.92
WBGene00228927	-1.41
WBGene00228928	-2.20
WBGene00228929	-4.69
WBGene00228930	-3.60
WBGene00228932	-1.83
WBGene00228933	-3.55
WBGene00228934	-0.60
WBGene00228936	-1.86
WBGene00228937	-4.38
WBGene00228943	-10.57
WBGene00228944	-7.60
WBGene00228945	1.60
WBGene00228948	-2.83
WBGene00228949	-2.21
WBGene00228950	-1.49
WBGene00228951	-1.94
WBGene00228953	-5.33
WBGene00228955	-2.16
WBGene00228957	-5.87
WBGene00228959	-3.00
WBGene00228961	-6.50
WBGene00228962	6.12
WBGene00228963	1.55
WBGene00228964	-11.42
WBGene00228973	-4.43
WBGene00228974	-6.98
WBGene00228975	3.54
WBGene00228976	-5.09
WBGene00228977	-0.59
WBGene00228979	6.58
WBGene00228980	-4.87
WBGene00228984	-1.89
WBGene00228986	-1.74
WBGene00228987	-2.87
WBGene00228988	-4.28
WBGene00228989	-6.95
WBGene00228991	-9.04
WBGene00228998	-3.00
WBGene00228999	-2.95
WBGene00229000	-2.23
WBGene00229001	-3.01
WBGene00229004	3.05
WBGene00229007	-2.59
WBGene00229008	-5.33
WBGene00229014	-7.13
WBGene00229015	-3.29
WBGene00229018	7.78
WBGene00229021	2.38
WBGene00229022	-4.15
WBGene00229024	-2.14
WBGene00229025	-4.90
WBGene00229027	-2.20
WBGene00229032	-4.69
WBGene00229033	-3.72
WBGene00229041	-10.04
WBGene00229043	-3.33
WBGene00229044	-7.23
WBGene00229048	4.09
WBGene00229049	-2.74
WBGene00229051	-3.64
WBGene00229055	-3.30
WBGene00229056	-3.08
WBGene00229057	5.47
WBGene00229060	8.39
WBGene00229061	-2.95
WBGene00229065	-5.76
WBGene00229071	-2.38
WBGene00229074	-6.83
WBGene00229078	7.14
WBGene00229080	-5.97
WBGene00229082	-2.57
WBGene00229084	-7.95
WBGene00229085	3.07
WBGene00229086	-6.60
WBGene00229088	-4.05
WBGene00229089	3.82
WBGene00229090	-1.16
WBGene00229091	-1.65
WBGene00229098	3.81
WBGene00229104	-5.96
WBGene00229106	-4.65
WBGene00229109	-12.24
WBGene00229111	-5.65
WBGene00229112	-9.46
WBGene00229113	-1.38
WBGene00229114	-0.61
WBGene00229118	-2.60
WBGene00229120	-4.18
WBGene00229121	-6.21
WBGene00229123	-3.28
WBGene00229124	-3.49
WBGene00229126	-5.33
WBGene00229129	-10.66
WBGene00229130	-6.95
WBGene00229132	3.36
WBGene00229133	2.91
WBGene00229134	1.00
WBGene00229135	-7.69
WBGene00229137	-2.58
WBGene00229138	-4.03
WBGene00229139	-5.63
WBGene00229141	-15.20
WBGene00229145	4.62
WBGene00229149	1.45
WBGene00229151	-3.42
WBGene00229152	-2.78
WBGene00229157	-1.14
WBGene00229158	-11.70
WBGene00229160	-5.30
WBGene00229162	0.88
WBGene00229165	-3.02
WBGene00229168	7.56
WBGene00229170	-1.05
WBGene00229174	-9.59
WBGene00229177	-1.30
WBGene00229178	-12.88
WBGene00229181	6.25
WBGene00229182	1.99
WBGene00229183	-2.80
WBGene00229185	3.46
WBGene00229187	2.16
WBGene00229188	-2.07
WBGene00229189	8.43
WBGene00229190	-1.49
WBGene00229191	-9.22
WBGene00229192	-2.90
WBGene00229193	-13.56
WBGene00229194	-6.12
WBGene00229195	1.34
WBGene00229198	10.36
WBGene00229201	2.11
WBGene00229203	-3.01
WBGene00229204	5.98
WBGene00229205	-4.89
WBGene00229206	-4.92
WBGene00229207	6.68
WBGene00229208	8.83
WBGene00229211	-8.36
WBGene00229220	-6.20
WBGene00229223	2.57
WBGene00229224	-5.05
WBGene00229227	-2.65
WBGene00229228	-0.86
WBGene00229233	-5.35
WBGene00229237	-3.07
WBGene00229239	-2.56
WBGene00229240	7.34
WBGene00229242	-3.40
WBGene00229247	-3.32
WBGene00229252	-10.04
WBGene00229255	-9.46
WBGene00229257	-5.57
WBGene00229261	1.73
WBGene00229262	-5.25
WBGene00229265	-5.41
WBGene00229266	-3.05
WBGene00229268	-1.53
WBGene00229271	-0.90
WBGene00229272	-11.06
WBGene00229274	-2.17
WBGene00229275	7.63
WBGene00229276	-8.77
WBGene00229277	-8.80
WBGene00229280	-7.01
WBGene00229282	5.17
WBGene00229283	-4.60
WBGene00229284	-1.16
WBGene00229285	-1.27
WBGene00229289	5.85
WBGene00229292	-7.86
WBGene00229293	-6.39
WBGene00229297	-2.01
WBGene00229298	1.08
WBGene00229301	-4.20
WBGene00229303	5.28
WBGene00229305	4.11
WBGene00229306	7.58
WBGene00229307	-9.66
WBGene00229309	-2.88
WBGene00229312	-5.72
WBGene00229313	0.90
WBGene00229317	2.94
WBGene00229318	-1.64
WBGene00229320	-4.57
WBGene00229323	-3.17
WBGene00229324	-3.97
WBGene00229326	-0.80
WBGene00229327	2.30
WBGene00229328	-1.66
WBGene00229329	-0.94
WBGene00229330	2.67
WBGene00229331	-5.84
WBGene00229332	8.83
WBGene00229333	-2.05
WBGene00229334	8.01
WBGene00229338	-10.20
WBGene00229340	-1.11
WBGene00229342	4.67
WBGene00229344	2.39
WBGene00229348	-0.82
WBGene00229350	-2.90
WBGene00229352	-4.09
WBGene00229353	12.43
WBGene00229354	-5.28
WBGene00229356	-1.99
WBGene00229357	-1.06
WBGene00229360	-6.33
WBGene00229362	3.47
WBGene00229364	-12.63
WBGene00229366	-3.41
WBGene00229367	-1.77
WBGene00229369	-5.01
WBGene00229370	-2.06
WBGene00229371	-6.58
WBGene00229373	-2.89
WBGene00229374	-2.17
WBGene00229375	-5.42
WBGene00229377	-2.03
WBGene00229378	-3.09
WBGene00229381	-1.79
WBGene00229382	-2.14
WBGene00229384	5.42
WBGene00229385	-2.89
WBGene00229386	-3.57
WBGene00229391	-5.51
WBGene00229393	2.35
WBGene00229394	4.27
WBGene00229397	-7.46
WBGene00229402	-3.40
WBGene00229405	-8.10
WBGene00229407	-9.36
WBGene00229409	-1.71
WBGene00229414	-9.10
WBGene00229415	-5.50
WBGene00229416	3.72
WBGene00229420	-4.14
WBGene00229424	-0.91
WBGene00229425	7.96
WBGene00229427	-2.90
WBGene00229428	8.16
WBGene00229430	7.15
WBGene00229431	-15.09
WBGene00229432	-15.36
WBGene00229434	2.65
WBGene00229435	-6.52
WBGene00229436	1.71
WBGene00229440	6.53
WBGene00229441	2.96
WBGene00229442	7.42
WBGene00229443	-1.88
WBGene00229452	5.12
WBGene00229455	-1.30
WBGene00229456	2.50
WBGene00229457	-5.36
WBGene00229458	5.48
WBGene00229461	5.16
WBGene00229462	-1.18
WBGene00229465	2.54
WBGene00229467	-7.83
WBGene00229468	-7.60
WBGene00229469	1.36
WBGene00229470	-2.33
WBGene00229471	-5.12
WBGene00229475	-5.09
WBGene00229477	-5.98
WBGene00229478	8.76
WBGene00229479	3.26
WBGene00229481	-0.82
WBGene00229482	-1.60
WBGene00229483	-2.24
WBGene00229484	4.86
WBGene00229486	3.26
WBGene00229488	3.94
WBGene00229489	4.40
WBGene00229490	4.90
WBGene00229491	-6.60
WBGene00229492	-0.98
WBGene00229494	-2.55
WBGene00229495	-2.53
WBGene00229498	5.96
WBGene00229499	11.70
WBGene00229500	1.90
WBGene00229501	3.66
WBGene00229502	1.93
WBGene00229504	-3.42
WBGene00229507	1.95
WBGene00229508	5.07
WBGene00229509	7.95
WBGene00229513	3.59
WBGene00229518	-8.56
WBGene00229520	0.71
WBGene00229521	-3.36
WBGene00229524	-9.40
WBGene00229525	-9.10
WBGene00229526	0.59
WBGene00229528	-5.75
WBGene00229530	-3.53
WBGene00229534	-5.68
WBGene00229536	-6.93
WBGene00229537	-9.43
WBGene00229549	-5.54
WBGene00229551	8.90
WBGene00229552	-2.63
WBGene00229555	2.05
WBGene00229556	1.24
WBGene00229557	2.34
WBGene00229560	-2.11
WBGene00229564	2.44
WBGene00229565	5.90
WBGene00229566	-1.66
WBGene00229572	-1.98
WBGene00229575	-2.26
WBGene00229576	-12.54
WBGene00229578	-6.57
WBGene00229579	-2.30
WBGene00229580	-3.33
WBGene00229582	1.41
WBGene00229583	-6.60
WBGene00229586	3.40
WBGene00229589	-2.72
WBGene00229590	-8.01
WBGene00229593	-4.76
WBGene00229594	-6.38
WBGene00229596	-7.71
WBGene00229598	2.39
WBGene00229601	-10.80
WBGene00229604	6.10
WBGene00229607	9.39
WBGene00229612	-2.15
WBGene00229615	5.85
WBGene00229618	-3.30
WBGene00229621	-7.46
WBGene00229623	1.72
WBGene00229624	1.65
WBGene00229626	-4.77
WBGene00229629	1.53
WBGene00229633	-2.66
WBGene00229636	-10.44
WBGene00229637	-4.53
WBGene00229638	-6.03
WBGene00229640	-7.92
WBGene00229642	-8.46
WBGene00229644	-8.43
WBGene00229646	-2.70
WBGene00229647	-2.14
WBGene00229648	4.13
WBGene00229649	-3.90
WBGene00229651	8.18
WBGene00229652	2.14
WBGene00229654	-0.67
WBGene00229655	5.24
WBGene00229656	5.05
WBGene00229657	-3.00
WBGene00229662	-8.46
WBGene00229663	-3.23
WBGene00229665	-3.86
WBGene00229668	-3.42
WBGene00229670	-1.11
WBGene00229671	-3.77
WBGene00229672	-11.26
WBGene00229674	-11.91
WBGene00229679	6.16
WBGene00229682	-1.84
WBGene00229683	-5.01
WBGene00229686	-5.01
WBGene00229687	-1.82
WBGene00229691	-3.95
WBGene00229692	2.61
WBGene00229694	-7.41
WBGene00229695	2.25
WBGene00229696	-2.51
WBGene00229698	4.35
WBGene00229699	-6.68
WBGene00229701	-2.48
WBGene00229703	-5.27
WBGene00229705	-8.18
WBGene00229706	-3.77
WBGene00229707	-1.20
WBGene00229709	-1.38
WBGene00229712	6.73
WBGene00229713	-5.93
WBGene00229714	3.89
WBGene00229715	5.95
WBGene00229718	6.16
WBGene00229721	1.85
WBGene00229733	-0.82
WBGene00229734	-2.76
WBGene00229736	1.18
WBGene00229737	-8.01
WBGene00229739	-2.95
WBGene00229740	-1.38
WBGene00229742	0.81
WBGene00229744	-2.78
WBGene00229748	-5.96
WBGene00229749	6.49
WBGene00229752	-3.28
WBGene00229758	-7.46
WBGene00229759	-12.91
WBGene00229761	-7.28
WBGene00229762	-12.10
WBGene00229763	9.58
WBGene00229764	-2.24
WBGene00229766	-2.10
WBGene00229767	3.61
WBGene00229768	4.13
WBGene00229774	2.75
WBGene00229775	8.24
WBGene00229777	-0.86
WBGene00229779	1.68
WBGene00229781	2.26
WBGene00229782	7.44
WBGene00229786	8.27
WBGene00229787	6.07
WBGene00229790	4.89
WBGene00229791	3.96
WBGene00229792	-2.62
WBGene00229795	10.31
WBGene00229797	2.50
WBGene00229798	1.97
WBGene00229799	3.32
WBGene00229800	9.20
WBGene00229801	-1.37
WBGene00229802	-0.80
WBGene00229805	8.80
WBGene00229806	7.18
WBGene00229807	7.20
WBGene00229810	6.83
WBGene00229813	5.98
WBGene00229815	1.51
WBGene00229818	-5.33
WBGene00229819	3.01
WBGene00229821	5.02
WBGene00229822	7.85
WBGene00229829	2.17
WBGene00229832	7.42
WBGene00229833	3.88
WBGene00229844	1.70
WBGene00229846	-2.67
WBGene00229847	2.35
WBGene00229848	-5.33
WBGene00229849	-1.10
WBGene00229851	4.58
WBGene00229854	-8.46
WBGene00229861	-4.31
WBGene00229864	-4.05
WBGene00229869	2.70
WBGene00229870	8.69
WBGene00229872	1.96
WBGene00229873	4.17
WBGene00229879	8.20
WBGene00229881	2.11
WBGene00229883	-2.88
WBGene00229888	-2.58
WBGene00229889	7.34
WBGene00229892	6.32
WBGene00229896	8.89
WBGene00229897	4.53
WBGene00229898	3.95
WBGene00229899	7.20
WBGene00229900	1.02
WBGene00229902	5.24
WBGene00229904	7.29
WBGene00229905	-0.91
WBGene00229906	1.01
WBGene00229907	2.81
WBGene00229913	1.90
WBGene00229915	-1.98
WBGene00229916	9.33
WBGene00229918	-7.43
WBGene00229924	1.60
WBGene00229925	1.77
WBGene00229930	2.09
WBGene00229932	1.17
WBGene00229934	-0.88
WBGene00229941	-0.55
WBGene00229942	-3.54
WBGene00229943	1.06
WBGene00229944	-11.85
WBGene00229945	-5.69
WBGene00229946	0.82
WBGene00229947	-5.93
WBGene00229952	1.98
WBGene00229953	-1.06
WBGene00229955	-2.42
WBGene00229956	-4.35
WBGene00229957	5.02
WBGene00229959	-1.80
WBGene00229960	-5.05
WBGene00229961	-3.93
WBGene00229964	-11.78
WBGene00229972	2.17
WBGene00229975	7.29
WBGene00229976	2.42
WBGene00229980	-2.16
WBGene00229984	-2.90
WBGene00229986	-2.73
WBGene00229987	-8.82
WBGene00229988	-1.88
WBGene00229990	9.78
WBGene00229995	-9.04
WBGene00229996	-6.45
WBGene00229998	-5.06
WBGene00229999	-9.09
WBGene00230000	-9.40
WBGene00230001	-1.70
WBGene00230006	5.75
WBGene00230007	-5.85
WBGene00230011	-5.25
WBGene00230013	6.73
WBGene00230014	-1.11
WBGene00230016	-2.07
WBGene00230018	-7.30
WBGene00230019	-2.65
WBGene00230020	-2.66
WBGene00230021	-6.53
WBGene00230023	-1.02
WBGene00230025	-2.01
WBGene00230026	-3.56
WBGene00230027	-1.20
WBGene00230029	-3.36
WBGene00230030	-2.55
WBGene00230032	-1.79
WBGene00230033	5.34
WBGene00230034	-3.30
WBGene00230035	-3.45
WBGene00230036	-0.63
WBGene00230037	2.10
WBGene00230039	-0.98
WBGene00230044	3.29
WBGene00230046	7.54
WBGene00230048	2.00
WBGene00230049	-2.25
WBGene00230054	-2.62
WBGene00230056	-5.29
WBGene00230057	-6.72
WBGene00230058	3.79
WBGene00230061	5.22
WBGene00230062	7.45
WBGene00230065	4.91
WBGene00230066	0.80
WBGene00230067	1.68
WBGene00230069	-2.83
WBGene00230070	5.12
WBGene00230075	7.20
WBGene00230076	-8.00
WBGene00230077	7.94
WBGene00230078	5.20
WBGene00230079	-2.73
WBGene00230080	7.93
WBGene00230081	7.67
WBGene00230083	-8.71
WBGene00230084	6.64
WBGene00230085	-1.80
WBGene00230086	-7.78
WBGene00230087	-6.01
WBGene00230088	-4.46
WBGene00230093	-5.71
WBGene00230094	-5.93
WBGene00230095	7.61
WBGene00230099	-4.03
WBGene00230108	-3.22
WBGene00230109	-8.33
WBGene00230110	-1.67
WBGene00230111	-2.88
WBGene00230112	-3.38
WBGene00230113	4.77
WBGene00230115	-13.63
WBGene00230116	-4.52
WBGene00230117	-4.25
WBGene00230119	7.74
WBGene00230121	-6.54
WBGene00230122	-1.20
WBGene00230123	-6.75
WBGene00230129	2.62
WBGene00230130	7.23
WBGene00230131	9.18
WBGene00230132	3.14
WBGene00230134	8.52
WBGene00230135	-1.81
WBGene00230136	0.84
WBGene00230138	5.64
WBGene00230139	-3.79
WBGene00230141	-0.75
WBGene00230143	-1.08
WBGene00230150	-8.46
WBGene00230153	8.03
WBGene00230157	1.23
WBGene00230158	5.45
WBGene00230160	5.56
WBGene00230163	-2.26
WBGene00230167	2.95
WBGene00230169	3.99
WBGene00230170	2.54
WBGene00230171	1.54
WBGene00230173	-4.16
WBGene00230174	-3.11
WBGene00230177	2.41
WBGene00230180	2.60
WBGene00230181	-10.93
WBGene00230182	7.71
WBGene00230185	5.62
WBGene00230186	6.72
WBGene00230191	1.25
WBGene00230192	3.28
WBGene00230193	6.89
WBGene00230195	8.07
WBGene00230197	4.07
WBGene00230198	-0.92
WBGene00230201	4.16
WBGene00230202	12.85
WBGene00230203	-2.92
WBGene00230204	9.53
WBGene00230205	-9.33
WBGene00230210	1.03
WBGene00230212	-2.15
WBGene00230215	-4.13
WBGene00230216	-2.60
WBGene00230217	8.78
WBGene00230218	0.83
WBGene00230220	7.56
WBGene00230222	1.68
WBGene00230224	4.36
WBGene00230225	1.65
WBGene00230226	1.44
WBGene00230230	1.86
WBGene00230231	-6.23
WBGene00230233	2.75
WBGene00230234	-5.60
WBGene00230237	5.54
WBGene00230239	-8.82
WBGene00230245	-2.25
WBGene00230246	2.80
WBGene00230248	6.77
WBGene00230256	7.94
WBGene00230257	2.08
WBGene00230259	3.10
WBGene00230262	8.83
WBGene00230263	-2.58
WBGene00230265	5.47
WBGene00230267	-1.59
WBGene00230268	8.05
WBGene00230269	6.89
WBGene00230273	1.55
WBGene00230274	4.77
WBGene00230275	8.71
WBGene00230277	-6.98
WBGene00230278	7.66
WBGene00230280	-0.89
WBGene00230287	-6.36
WBGene00230289	-7.60
WBGene00230293	-2.78
WBGene00230294	-12.26
WBGene00230296	-2.39
WBGene00230297	-11.14
WBGene00230298	-1.54
WBGene00230299	-2.80
WBGene00230300	-1.29
WBGene00230302	2.67
