# Gene expression in TPM for each run in  study SRP066611
	SRR2954987	SRR2954988	SRR2954989	SRR2954990	SRR2954991	SRR2954992	SRR2954999	SRR2955000	SRR2955001	SRR2954996	SRR2954997	SRR2954998	SRR2955005	SRR2955006	SRR2954993	SRR2954994	SRR2954995	SRR2955002	SRR2955003	SRR2955004
WBGene00268312	0	0	0	2.01	0	0	0	4.45	1.32	1.36	0	0	0	0	0	8.53	0	5.44	0	4.2
WBGene00268313	0	0	0	0	0	0	11.92	0	3.68	0	0	0	0	0	10.74	0	0	0	0	0
WBGene00268314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268315	0.79	0	0	0	0	0	0	0	0	0	3.04	0	0	0	0	0	0	3.45	0	0
WBGene00268316	0	3.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268321	1.1	1.05	0	0	13.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268322	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268325	3.33	1.59	0	7.41	6.98	3.25	0	2.99	2.66	7.28	9.66	4.64	3.22	2.87	5.17	5.72	5.6	0	6.55	2.82
WBGene00268327	0	1.96	0	0	0	0	0	3.69	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268335	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268339	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268342	0	0	0	0	0	0	0	0	0	2.65	0	0	0	0	0	0	0	0	0	0
WBGene00268343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268344	0	0	0	0	0	0	0	0	0.85	0	0	0	0	0	0	0	0	0	0	0
WBGene00268345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268346	0	0	0	0	0	0	0	0	3.15	0	0	0	0	0	9.19	0	0	0	0	0
WBGene00268347	0	0.83	0	0.71	0	0	0	0	0	0	0	0	0	0	2.71	0	0	0	0	2.96
WBGene00268348	1.93	1.84	0	17.17	16.19	22.63	0	0	8.21	4.22	0	10.77	7.47	13.32	11.98	6.63	6.49	16.94	7.6	6.53
WBGene00268349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268350	2.88	1.37	0	0	0	0	0	0	0	1.57	5.57	0	0	0	0	0	0	0	0	0
WBGene00268351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268352	11.02	22.18	22.72	25.74	35.92	33.48	37.96	30.72	37.75	29.42	28.39	34.13	23.67	33.79	41.78	50.47	49.37	26.84	38.53	41.43
WBGene00268353	8.33	23.82	0	10.1	0	16.27	43.03	0	26.57	9.09	16.09	23.22	0	0	12.92	0	0	36.52	0	14.09
WBGene00268354	21.28	15.46	22.56	27.85	21.24	15.83	34.91	39.95	14.01	12.17	11.75	33.9	0	17.48	31.44	13.92	13.62	0	11.96	0
WBGene00268356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268357	5.33	0	0	1.08	0	0	0	0	1.42	5.82	0	7.43	10.31	0	0	9.15	0	0	0	4.51
WBGene00268358	14.5	23.03	26.89	48.82	60.74	28.31	58.25	34.63	61.64	73.86	56.01	26.93	18.68	16.66	29.97	24.89	113.64	31.78	19	8.17
WBGene00268359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268362	2.36	0	8.75	1.91	9.89	18.43	0	16.91	2.51	2.58	0	13.15	9.12	16.27	0	8.1	15.85	0	0	0
WBGene00268363	9.59	1.83	0	7.75	8.04	0	13.21	34.36	12.23	10.47	7.41	0	0	13.23	17.84	13.17	0	0	15.08	6.49
WBGene00268364	0	0.7	2.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268373	9.33	5.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268375	0.67	0	2.5	0	0	0	2.32	0	1.43	0.74	2.61	0	0	2.33	2.09	0	0	0	0	0
WBGene00268376	0.67	0	0	1.08	0	0	0	0	1.42	0	2.58	0	0	0	2.07	0	0	0	0	0
WBGene00268377	0	0	0	1.31	0	0	0	5.82	1.73	0	0	0	0	0	0	5.58	0	0	0	0
WBGene00268378	12.69	3.02	11.77	0	39.89	0	0	0	3.37	13.86	0	17.69	12.27	32.83	29.53	0	0	55.65	0	0
WBGene00268379	0	0	0	1.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268381	7.12	3.02	2.93	5.11	3.31	3.09	2.72	5.67	0.84	3.45	3.06	0	3.06	13.64	7.36	0	0	3.47	3.11	0
WBGene00268383	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268385	181.28	122.74	157.14	186.24	241.39	172.04	309.27	321.79	331.4	133.18	170.22	169.98	275.1	303.84	278.51	279.28	125.23	274.82	273.21	206.34
WBGene00268386	7.34	4.94	11.21	8.37	5.43	3.37	8.92	10.83	10.55	0.94	6.67	9.62	5.01	10.42	9.37	8.89	0	9.46	16.97	5.84
WBGene00268387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268388	0	1.37	0	1.16	0	0	0	0	0	0	0	0	0	0	4.47	4.95	0	0	0	0
WBGene00268389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268391	1.84	0.44	1.71	1.86	5.78	0	1.58	1.65	2.93	1	5.33	0	3.56	1.59	2.85	0	0	4.03	0	1.56
WBGene00268392	0.61	1.74	0	0	0	0	2.1	2.18	1.29	0.66	0	0	0	0	0	2.09	0	2.67	2.39	2.06
WBGene00268393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268394	24.81	21.83	174.66	30.85	29.32	14.91	32.87	63.83	68.98	10.42	22.12	7.09	36.89	28.52	17.76	6.55	19.24	22.31	20.02	6.46
WBGene00268395	6.38	5.47	14.2	7.22	8.02	4.98	8.79	20.57	9.49	0	4.93	3.55	7.4	4.4	0	4.38	0	5.59	0	4.31
WBGene00268396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268398	3.55	2.9	11.28	7.37	4.25	7.92	5.24	5.45	4.85	2.21	3.92	19.77	0	1.75	0	0	1.7	4.44	1.99	6.86
WBGene00268400	0	0	0	1.1	0	0	0	0	0	1.48	0	0	0	0	0	0	0	0	0	0
WBGene00268401	10.81	6.87	26.73	37.85	15.09	42.21	24.81	90.36	34.46	23.6	41.76	60.23	97.48	0	33.52	24.74	0	15.79	56.67	36.56
WBGene00268402	0	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268404	0.59	0	0	0.95	0	2.29	0	0	0.62	3.2	0	0	0	0	0	2.01	0	0	0	0
WBGene00268405	0.46	0.89	0	2.25	0	5.44	1.6	1.66	4.44	5.58	1.79	0	3.59	1.6	0	0	7.8	2.04	5.48	4.71
WBGene00268408	0.53	2	0	0.42	0	0	0	0	0.56	0.57	2.03	0	0	0	1.63	0	1.77	0	0	0
WBGene00268409	0	0	0	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268410	0	0	0	2.73	0	0	0	0	0	3.68	0	0	0	0	0	0	0	0	0	0
WBGene00268411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268412	0	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0
WBGene00268413	0	0	0	0.78	0	0	0	0	1.03	0	0	0	0	0	0	0	0	0	0	0
WBGene00268414	0	0	0	0	0	0	0	0	0	0	0	0	10.62	0	0	0	0	0	0	0
WBGene00268415	103.1	100.68	102.63	69.11	52.69	58.93	60.63	45.06	45.45	35.69	58.3	98.12	38.89	0	46.8	103.63	8.45	0	29.67	8.51
WBGene00268416	0	0	1.75	0	0	0	0	1.69	1	0	0	0	0	0	0	0	0	0	0	1.6
WBGene00268417	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69	0	0
WBGene00268418	3.01	1.72	3.35	3.9	7.57	5.88	5.19	9.71	8.33	4.6	5.82	1.68	6.99	5.19	4.67	3.1	6.07	6.6	3.55	4.08
WBGene00268419	5.66	7.41	2.62	6.29	5.93	0	12.18	5.07	3.76	1.54	2.73	7.88	0	2.44	4.39	2.43	0	3.1	5.56	0
WBGene00268420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34	0	0
WBGene00268423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268424	2.45	0	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268425	51.33	36.55	107.84	120.48	69.98	53.14	100.11	70.92	84.81	15.53	66.92	75.84	43.04	59.72	78.65	87.08	8.31	94.9	31.62	81.6
WBGene00268426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268428	4.79	3.04	0	3.23	0	0	0	5.72	0	2.61	0	8.9	0	2.75	2.48	5.48	0	3.5	3.14	5.4
WBGene00268429	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268430	1.52	2.18	0	0.62	0	0	2.62	2.73	3.24	0.83	0	0	0	0	2.36	2.62	2.56	0	0	2.58
WBGene00268431	1.73	0	0	1.4	0	0	2.98	3.1	5.52	1.89	0	0	3.35	2.98	0	0	2.91	0	0	2.93
WBGene00268432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268434	19.32	7.36	0	14.05	16.19	22.63	13.31	13.84	18.48	23.2	22.39	21.53	0	6.66	23.96	0	12.98	0	0	13.07
WBGene00268435	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268438	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268442	0	0	0	0	0	0	0	0	0	0	0	19.05	0	0	0	0	0	0	0	0
WBGene00268444	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	2.77
WBGene00268445	0.79	0.76	0	1.28	0	0	0	0	1.69	0	0	0	0	0	0	0	2.67	0	0	2.68
WBGene00268446	0	1.03	0	0.87	4.53	0	3.72	3.87	3.45	1.18	8.35	6.02	0	0	0	0	10.89	4.74	0	3.66
WBGene00268447	25.21	27.47	53.46	58.23	15.09	56.27	49.63	51.63	22.98	98.32	55.68	20.08	27.85	12.42	44.69	24.74	72.62	15.79	70.84	60.93
WBGene00268448	25.09	23.91	34.9	40.56	52.57	24.5	21.6	33.71	36.67	41.09	24.24	34.96	0	0	9.73	32.31	31.61	41.25	24.67	31.83
WBGene00268449	1.2	0.57	0	0.97	0	2.35	2.07	6.46	2.55	1.97	4.64	0	4.65	0	1.86	2.06	12.11	2.63	4.73	6.1
WBGene00268450	0	1.95	0	1.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268451	0	0	0	0	0	6.05	0	0	3.3	0	0	0	0	0	0	0	10.41	0	0	0
WBGene00268452	0	0	10.75	2.34	0	0	0	0	0	3.16	0	0	11.2	0	0	0	0	0	0	0
WBGene00268453	0	0	0	0	0	0	0	0	5.67	0	0	0	0	0	0	0	0	0	0	18.04
WBGene00268454	26.76	28.57	39.72	45.86	49.35	33.45	44.24	46.04	31.87	39.74	45.5	41.77	24.83	11.08	26.56	73.53	43.16	32.85	25.26	21.73
WBGene00268455	3.31	6.31	0	2.68	6.94	0	5.7	0	0	0	0	9.23	0	11.42	0	0	0	0	0	11.2
WBGene00268456	2.74	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268458	3.15	1.5	0	8.92	0	3.08	0	0	3.35	6.89	9.14	0	0	10.88	9.78	2.71	7.95	0	6.2	2.67
WBGene00268459	1.88	2.39	2.33	1.01	0	0	2.16	2.25	1.33	2.05	0	0	2.42	0	1.95	2.15	0	5.5	0	12.73
WBGene00268460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268461	0	0	0	0	0	7.06	0	3.24	0.96	1.97	3.49	0	0	0	0	0	0	0	0	0
WBGene00268463	1.77	0	3.29	2.86	0	0	0	3.17	2.82	3.87	6.84	14.81	0	3.05	0	3.04	0	19.41	3.48	3
WBGene00268464	26.15	28.76	11.2	26.02	12.65	11.79	27.72	3.6	17.11	13.18	15.55	5.61	11.67	10.41	12.48	24.18	16.9	8.82	11.87	6.81
WBGene00268465	1.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268466	0	0.95	0	1.61	0	3.9	0	0	2.12	1.09	0	0	3.86	0	0	0	0	0	0	0
WBGene00268467	6.23	5.94	4.62	6.54	2.61	4.86	0	8.93	5.96	5.44	4.81	6.94	2.41	0	1.93	6.42	10.46	0	4.9	4.21
WBGene00268468	7.92	12.58	0	27.73	0	10.31	18.18	9.46	11.22	14.41	10.2	29.42	0	18.2	24.56	18.13	8.87	0	20.76	17.86
WBGene00268469	7.34	11.66	9.07	11.86	20.5	28.65	8.42	0	5.2	42.72	18.9	0	18.91	8.43	0	8.4	24.65	10.72	57.71	8.27
WBGene00268471	0	1.46	2.85	1.24	0	0	2.64	0	2.45	2.51	5.93	0	2.97	0	2.38	0	0	0	0	0
WBGene00268472	0	0	0	2.38	0	0	0	0	0	0	0	0	0	5.08	0	0	0	6.46	0	0
WBGene00268473	5.38	6.42	14.98	5.44	0	0	4.64	14.47	2.86	13.23	5.2	15.01	0	18.57	16.7	9.25	9.05	5.9	0	4.55
WBGene00268474	0	0	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268475	1.2	2.29	0	4.85	0	0	0	0	2.55	5.24	9.28	0	4.64	4.14	0	0	0	5.26	9.45	0
WBGene00268476	0.72	2.75	0	1.16	0	0	0	2.58	4.6	2.36	2.78	0	0	0	2.23	4.95	2.42	3.16	5.67	0
WBGene00268477	0	0	0	0	0	0	0	5.75	1.71	0	0	0	0	0	4.98	0	0	0	0	0
WBGene00268478	20.82	29.78	23.18	28.62	8.73	24.4	35.86	14.93	6.64	18.19	32.19	11.61	32.2	0	38.76	7.15	20.99	9.13	8.19	7.05
WBGene00268479	0	0	0	0	9.39	0	0	0	0	0	0	0	0	0	6.95	0	0	0	0	7.58
WBGene00268480	638.02	524.4	725.92	385.07	380.26	398.71	419.97	386.16	440.13	585.16	536.93	347.73	317.93	430.32	466.16	555.08	657.41	360.53	401.52	316.59
WBGene00268482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268486	24.71	20.19	19.65	27.11	7.4	34.47	18.24	12.65	16.89	36.62	40.93	59.04	0	85.23	104.03	12.12	29.66	46.43	27.77	41.81
WBGene00268487	7.73	0	0	0	16.19	15.09	0	0	8.21	4.22	14.93	0	0	0	0	0	0	0	0	0
WBGene00268488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268491	0.96	0.91	0	0.77	0	0	3.29	0	0	0	0	0	7.39	0	0	0	0	0	3.76	3.23
WBGene00268492	33.99	36.88	29.73	37.75	41.69	21.58	29.5	32.68	23.21	16.89	27.76	50.83	19.23	18.11	18	16.13	7.43	29.07	18.48	33.65
WBGene00268493	33.32	10.59	13.74	110.72	0	14.46	0	106.14	35.42	97.01	28.61	61.91	71.56	38.3	34.45	101.71	12.44	81.15	14.56	87.67
WBGene00268494	0	0	0	0	0	0	8.66	0	2.67	0	19.43	14.02	0	0	7.8	0	0	0	0	0
WBGene00268496	0	0	0	0	0	0	0	0	4.91	0	0	0	0	0	0	0	0	0	0	0
WBGene00268497	0	0	0	3.37	0	0	0	0	8.86	0	0	0	0	14.36	0	14.3	0	0	0	0
WBGene00268498	1.33	1.26	0	0.54	0	2.59	2.28	0	0.7	0	0	0	0	0	0	0	0	0	0	2.24
WBGene00268499	6.2	11.82	0	40.09	0	48.42	21.35	0	26.36	47.38	23.95	0	47.93	21.38	0	21.29	62.48	108.71	24.38	41.94
WBGene00268500	4.04	7.7	9.99	5.44	16.92	0	4.64	4.82	7.16	5.88	0	22.51	15.61	9.29	12.53	4.62	0	0	10.59	4.55
WBGene00268501	10	15.88	12.36	13.47	0	13.01	11.48	11.94	17.71	25.47	25.75	0	12.88	0	10.33	11.44	33.58	0	13.11	0
WBGene00268502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268503	3.03	0	11.24	7.35	0	11.83	10.43	21.71	28.98	6.61	11.7	0	0	62.68	37.58	0	10.18	26.56	59.57	0
WBGene00268504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268505	5.92	5.65	0	0	24.82	23.13	0	0	0	12.93	0	0	0	0	0	0	0	0	0	0
WBGene00268506	17.86	20.96	25.49	26.65	23.03	37.56	33.13	24.62	40.9	61.51	63.71	76.59	31.87	14.22	21.31	28.31	60.01	24.1	32.42	27.89
WBGene00268507	6.27	5.98	5.82	8.87	6.57	12.25	8.1	11.24	7.5	2.57	0	4.37	15.15	5.41	7.3	0	2.63	6.87	3.08	2.65
WBGene00268508	1.32	3.77	4.9	1.07	0	0	0	0	0	1.44	10.2	0	10.2	0	0	0	0	0	0	0
WBGene00268509	0	0	0	0.88	0	0	0	0	0.58	0	0	0	0	0	0	1.87	0	0	0	0
WBGene00268510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268511	0	1.85	3.61	0	8.15	0	0	3.49	0	1.06	0	0	0	0	0	0	0	4.27	0	0
WBGene00268512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
WBGene00268513	0	0	0	0	0	3.03	0	0	0	0	5.99	0	0	0	0	0	0	0	0	0
WBGene00268514	7.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268516	0	0	10.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268518	0	1.71	0	1.45	0	0	0	0	1.9	1.95	0	0	6.92	0	0	6.14	0	0	0	0
WBGene00268519	0	0	0	6.53	0	0	0	0	0	0	0	0	0	0	0	0	13.57	0	0	13.66
WBGene00268520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268521	17.45	7.85	26.97	31.73	18.28	22.71	26.71	22.58	26.28	8.47	13.11	54.03	13.12	8.36	27.06	26.63	3.26	19.12	22.87	22.95
WBGene00268522	149.17	195.81	172.38	114.65	194.71	133.72	126.34	140.22	155.99	122.82	151.2	68.15	122.91	109.64	151.7	125.97	156.11	64.33	67.33	206.83
WBGene00268523	12.02	21.01	14.87	11.34	0	15.66	27.61	0	4.26	2.19	15.49	0	7.75	0	12.43	13.77	0	8.79	0	6.78
WBGene00268524	221.58	210.17	138.37	187.08	165.48	205.64	192.68	149.38	180.75	103	203.46	195.66	186.6	132.41	190.53	165.75	95.83	216.41	194.15	159.58
WBGene00268525	82.8	61.64	84.85	86.69	128.89	104.72	89.63	53.7	100.61	45.64	64	96.71	57.93	70.72	110.07	113.75	42.4	69.15	74.44	90.71
WBGene00268526	0	0	0	0	0	0	0	0	5.06	0	0	0	0	0	0	0	0	0	0	0
WBGene00268527	98.18	80	99.87	110.08	145.99	129.88	103.62	113.49	144.77	108.92	122.38	132.39	122.44	131.07	112.97	125.07	138.33	83.31	149.48	139.29
WBGene00268528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268529	17.57	11.17	43.47	49.72	24.55	57.2	10.09	20.99	31.14	76.76	33.96	81.64	0	20.2	27.26	20.12	68.89	77.05	46.08	49.55
WBGene00268530	4.1	11.73	0	13.26	17.18	0	28.25	0	4.36	4.48	0	22.86	0	0	25.44	0	0	35.96	16.13	0
WBGene00268531	56.12	20.06	0	102.06	117.58	82.19	72.48	50.28	96.94	53.61	81.32	78.2	135.6	24.19	21.76	96.36	47.14	30.75	82.77	47.46
WBGene00268532	34.27	32.67	84.77	36.94	15.96	29.74	52.46	68.23	60.72	16.63	73.57	106.13	14.72	39.4	106.3	39.23	0	33.39	29.95	64.41
WBGene00268533	94.08	79.71	58.17	46.47	43.8	122.48	108.01	74.92	55.56	45.65	80.79	87.4	40.41	72.1	64.85	89.75	0	45.83	41.11	53.05
WBGene00268534	4.04	0	0	0	0	0	0	0	0	4.41	0	0	0	0	0	0	0	0	0	0
WBGene00268535	396.65	334.25	317.87	395.01	478.72	415.19	262.31	352.53	366.02	786.48	459.83	238.78	300.57	300.97	383.86	403.21	890.27	299.11	380.67	327.44
WBGene00268536	19.04	42.35	0	56.43	26.6	99.15	87.44	0	60.72	6.93	49.05	35.38	0	21.89	39.37	65.39	0	55.65	49.92	85.89
WBGene00268537	43.53	19.98	41.87	11.73	13.51	12.59	16.66	46.22	30.85	28.16	18.69	8.99	31.17	33.36	20	11.07	21.67	21.2	31.71	16.36
WBGene00268538	253.15	318.87	198.43	327.25	415.65	381.06	408.61	492.53	340.12	476.01	455.93	426.4	375.95	271.66	414.23	398.52	381.18	267.17	345.5	386.01
WBGene00268539	8.08	11.55	0	9.79	16.92	31.55	0	0	0	0	15.61	0	0	27.86	12.53	41.61	27.14	0	15.88	0
WBGene00268540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268541	2.51	0	0	0	0	0	8.66	0	0	0	0	0	0	0	0	0	0	11.02	0	0
WBGene00268542	24.45	32.68	35.54	33.42	31.69	33.48	26.92	28.01	26.26	10.18	21.43	47.78	17.54	10.43	19.55	9.52	0.85	33.16	16.86	43.5
WBGene00268543	17.48	20.83	16.21	7.06	0	25.6	15.05	7.83	20.9	11.93	25.33	0	16.89	7.54	20.33	0	22.02	19.16	8.59	44.35
WBGene00268544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268545	4.6	10.22	5.68	4.95	12.84	0	15.83	5.49	6.51	1.67	11.84	17.08	11.85	0	0	10.52	5.15	6.72	18.08	5.18
WBGene00268546	3.95	2.4	0	6.39	6.02	8.42	4.95	3.86	4.58	2.75	2.78	6.01	4.17	4.96	3.34	2.47	4.83	6.3	4.24	2.43
WBGene00268547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268548	9.41	8.97	11.63	5.07	0	0	10.8	11.24	6.67	6.85	0	0	0	0	0	21.54	0	41.25	0	21.22
WBGene00268549	31.5	57.75	35.96	56.8	60.93	47.32	58.42	43.42	51.52	23.81	74.91	135.07	37.47	33.43	60.13	58.25	8.14	95.61	38.12	24.59
WBGene00268550	0	3.22	0	2.73	0	0	0	12.09	0	3.68	0	0	13.04	0	0	0	11.34	14.79	13.27	0
WBGene00268551	8.7	13.66	11.4	12.41	4.29	10	1.76	18.35	7.08	8.94	17.8	5.71	11.88	5.3	3.18	8.79	17.2	4.49	12.08	1.73
WBGene00268552	1.57	3	0	8.25	6.58	0	2.71	5.63	1.67	5.15	15.18	4.38	12.15	2.71	12.18	18.88	7.92	13.78	9.27	5.32
WBGene00268553	26.32	20.23	31.49	28.82	53.36	3.32	14.62	21.3	32.49	26.88	29.52	28.39	22.97	20.49	26.33	29.15	25.67	26.05	6.68	20.1
